trades,total_pnl,avg_pnl_per_trade,median_pnl_per_trade,win_rate_%,loss_rate_%,breakeven_%
211224,10296958.943436,48.74900079269401,0.0,41.12648183918494,8.30350717721471,50.57001098360034
